Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY27,OUT049,3259.562084905661
NCP54,OUT013,2243.669596721312
NCZ41,OUT049,1987.2510486486485
DRL49,OUT013,2309.200798
FDI05,OUT018,1202.6567333333328
FDY56,OUT045,3643.5197259842535
DRC13,OUT013,2243.669596721312
NCV29,OUT017,3259.562084905661
FDR24,OUT049,1458.455008053691
FDZ34,OUT018,2893.8398258992797
FDP37,OUT035,2142.7435709401716
FDX08,OUT027,5329.314724444444
FDS57,OUT045,1827.8328454545456
NCG18,OUT049,1682.2122382352943
FDK25,OUT018,2232.8470218487396
FDH53,OUT049,1202.6567333333328
DRI59,OUT018,3327.952582926828
FDA52,OUT046,2778.5893175257743
FDT20,OUT010,92.67548155339803
FDE36,OUT019,425.93559145299156
FDI24,OUT017,2778.5893175257743
FDB28,OUT018,2893.8398258992797
FDV11,OUT017,2552.005235185187
FDP01,OUT046,2453.7477006993013
FDD34,OUT027,4117.317712631579
FDJ50,OUT027,1378.2631852760749
FDZ44,OUT013,1922.1493817142866
DRO59,OUT035,1103.1862133333332
DRB48,OUT045,677.1027476190474
FDR21,OUT018,2778.5893175257743
NCE42,OUT010,584.757764772727
FDO23,OUT046,1284.789766871165
NCE30,OUT018,3327.952582926828
FDQ22,OUT035,583.8145788617885
FDY01,OUT045,1827.8328454545456
FDS08,OUT017,2778.5893175257743
FDG28,OUT018,3327.952582926828
FDQ51,OUT018,798.2176035398229
FDB05,OUT017,4433.304032653061
FDO56,OUT049,1922.1493817142866
FDE02,OUT018,1202.6567333333328
FDN45,OUT017,3737.295775182482
FDS09,OUT013,713.858654545455
NCA54,OUT018,3384.108064242422
FDP09,OUT010,584.757764772727
FDC53,OUT045,1573.0706258064515
NCM55,OUT017,2939.3484761904765
FDL09,OUT018,2232.8470218487396
FDA11,OUT019,219.21852093023253
FDA50,OUT045,1573.0706258064515
FDC23,OUT017,3259.562084905661
FDE22,OUT049,2286.4132673684203
FDD23,OUT046,3391.5912527272735
NCA29,OUT049,3259.562084905661
FDK38,OUT046,2286.4132673684203
DRC13,OUT046,2243.669596721312
NCP43,OUT049,2778.5893175257743
FDX28,OUT049,1461.8437959999997
FDF08,OUT049,1202.6567333333328
FDZ33,OUT046,2503.5013364485994
FDD10,OUT049,2552.005235185187
FDO58,OUT017,2453.7477006993013
FDI50,OUT017,3945.4325672131163
FDO58,OUT045,2453.7477006993013
FDX08,OUT013,3384.108064242422
NCK17,OUT010,92.67548155339803
FDF39,OUT035,4034.300306896551
FDU45,OUT010,281.4820818181817
NCJ18,OUT018,1752.2524400000002
DRC27,OUT019,584.757764772727
DRC25,OUT035,1435.9121343750003
FDU59,OUT035,2503.5013364485994
FDU28,OUT035,2939.3484761904765
NCP30,OUT046,677.1027476190474
FDB39,OUT018,796.6402682539683
FDE41,OUT013,1435.9121343750003
DRH11,OUT010,165.91858165137623
FDA58,OUT045,3737.295775182482
FDU50,OUT046,1922.1493817142866
FDM34,OUT013,1987.2510486486485
FDM44,OUT027,2517.882088484848
FDR39,OUT045,3384.108064242422
FDM25,OUT045,3259.562084905661
FDQ49,OUT049,2453.7477006993013
DRH25,OUT018,796.6402682539683
FDM09,OUT027,4117.317712631579
FDL44,OUT019,346.89728372093043
NCR42,OUT018,507.04640366972495
DRL59,OUT046,935.0323883040935
FDX43,OUT013,2286.4132673684203
DRK47,OUT010,584.757764772727
FDU48,OUT018,1752.2524400000002
FDY12,OUT045,713.858654545455
NCN43,OUT018,1752.2524400000002
NCM55,OUT018,3384.108064242422
FDQ21,OUT027,3242.062071532848
FDX13,OUT035,4433.304032653061
NCK30,OUT027,6280.890879999996
FDG20,OUT049,2778.5893175257743
DRG27,OUT017,677.1027476190474
FDY14,OUT018,3327.952582926828
FDP59,OUT035,1879.2570116129027
FDU60,OUT017,2453.7477006993013
NCC18,OUT019,425.93559145299156
DRJ39,OUT017,4340.218358415841
FDS07,OUT049,1922.1493817142866
FDM08,OUT027,5329.314724444444
FDP51,OUT045,1827.8328454545456
FDU16,OUT035,1284.789766871165
FDH12,OUT013,1649.2997859999998
DRE48,OUT010,482.69954262295073
NCL42,OUT027,6280.890879999996
FDR21,OUT045,2778.5893175257743
NCW29,OUT035,2243.669596721312
FDO11,OUT013,4034.300306896551
NCM31,OUT049,2309.200798
FDV35,OUT019,346.89728372093043
FDF58,OUT017,935.0323883040935
NCE43,OUT049,2644.477842708333
FDA02,OUT035,2644.477842708333
DRL37,OUT010,92.67548155339803
FDR24,OUT018,1202.6567333333328
FDW59,OUT049,1202.6567333333328
FDS22,OUT049,677.1027476190474
FDW24,OUT017,713.858654545455
FDU24,OUT035,1461.8437959999997
FDA21,OUT027,5329.314724444444
FDH58,OUT027,3242.062071532848
FDW36,OUT018,1372.6884907407407
FDI45,OUT027,4117.317712631579
FDU01,OUT018,2752.970934653465
FDF35,OUT027,2517.882088484848
FDU43,OUT019,584.757764772727
FDE24,OUT019,346.89728372093043
FDK50,OUT049,2649.1102324324324
FDG31,OUT045,1103.1862133333332
FDC60,OUT045,1458.455008053691
FDL36,OUT013,1458.455008053691
FDP21,OUT013,2893.8398258992797
FDW16,OUT045,1458.455008053691
FDX02,OUT017,4340.218358415841
FDQ58,OUT027,4117.317712631579
FDT51,OUT046,1682.2122382352943
FDD59,OUT049,1202.6567333333328
NCM42,OUT018,1372.6884907407407
FDA57,OUT018,507.04640366972495
FDZ48,OUT035,1649.2997859999998
FDE46,OUT045,2453.7477006993013
NCZ30,OUT019,281.4820818181817
FDB56,OUT017,3391.5912527272735
FDA25,OUT027,2517.882088484848
FDD20,OUT013,2243.669596721312
FDL25,OUT013,1435.9121343750003
NCO18,OUT049,2778.5893175257743
FDJ45,OUT017,583.8145788617885
FDR12,OUT035,2644.477842708333
NCF19,OUT010,92.67548155339803
FDK25,OUT046,2503.5013364485994
NCR17,OUT046,1922.1493817142866
FDC52,OUT046,2649.1102324324324
NCA54,OUT017,3384.108064242422
FDR45,OUT010,584.757764772727
NCM19,OUT049,1922.1493817142866
FDF39,OUT027,6280.890879999996
FDX23,OUT049,1573.0706258064515
FDD58,OUT027,2517.882088484848
FDX28,OUT013,1461.8437959999997
NCD31,OUT013,2644.477842708333
FDU57,OUT018,2232.8470218487396
FDI27,OUT046,798.2176035398229
NCM42,OUT046,1682.2122382352943
FDD32,OUT027,2517.882088484848
FDI34,OUT013,3454.0625591549283
NCM29,OUT049,2243.669596721312
FDG46,OUT018,1752.2524400000002
DRC01,OUT010,92.67548155339803
FDB15,OUT027,6280.890879999996
NCA17,OUT027,4117.317712631579
FDF10,OUT046,3053.0998777777772
FDR26,OUT027,5329.314724444444
FDI02,OUT049,1879.2570116129027
NCM54,OUT010,281.4820818181817
FDF14,OUT013,2649.1102324324324
FDJ33,OUT010,281.4820818181817
FDM20,OUT035,4340.218358415841
FDC03,OUT027,5329.314724444444
NCX05,OUT046,1922.1493817142866
NCM41,OUT027,2517.882088484848
NCU29,OUT010,346.89728372093043
FDQ59,OUT017,1435.9121343750003
FDH46,OUT010,219.21852093023253
FDH09,OUT013,713.858654545455
NCD06,OUT045,798.2176035398229
FDC15,OUT035,2644.477842708333
DRD37,OUT027,1378.2631852760749
FDT28,OUT027,4117.317712631579
FDR28,OUT027,4117.317712631579
FDT38,OUT017,1284.789766871165
FDV34,OUT027,1378.2631852760749
FDY52,OUT035,935.0323883040935
FDB34,OUT013,1284.789766871165
DRL23,OUT018,1372.6884907407407
DRB24,OUT046,2649.1102324324324
FDJ50,OUT046,935.0323883040935
FDQ49,OUT035,2453.7477006993013
FDP20,OUT035,1987.2510486486485
FDV19,OUT027,4117.317712631579
NCR54,OUT045,3130.004904950496
FDO09,OUT010,584.757764772727
FDS57,OUT018,1752.2524400000002
FDN10,OUT049,1922.1493817142866
FDV23,OUT049,2142.7435709401716
FDY28,OUT049,3454.0625591549283
DRG51,OUT013,2644.477842708333
FDD45,OUT019,219.21852093023253
NCL18,OUT027,5329.314724444444
NCM29,OUT013,2243.669596721312
FDF17,OUT027,5329.314724444444
FDE22,OUT017,2286.4132673684203
FDQ22,OUT017,583.8145788617885
FDS01,OUT013,2778.5893175257743
FDW35,OUT027,1378.2631852760749
FDJ33,OUT046,2142.7435709401716
NCF54,OUT035,2778.5893175257743
FDE09,OUT013,1649.2997859999998
NCE06,OUT045,2503.5013364485994
DRH49,OUT049,1202.6567333333328
FDY43,OUT045,3053.0998777777772
NCT05,OUT017,4034.300306896551
FDZ34,OUT045,3391.5912527272735
FDL38,OUT017,1458.455008053691
FDZ31,OUT017,2939.3484761904765
FDR14,OUT035,935.0323883040935
NCN54,OUT049,1458.455008053691
NCC42,OUT027,3242.062071532848
FDK08,OUT017,1879.2570116129027
FDP59,OUT013,1879.2570116129027
FDV22,OUT035,2644.477842708333
FDD33,OUT035,3737.295775182482
DRE60,OUT027,6280.890879999996
FDK52,OUT046,3454.0625591549283
FDA02,OUT017,2644.477842708333
FDM56,OUT049,1649.2997859999998
FDE57,OUT035,2309.200798
FDM32,OUT045,1284.789766871165
NCQ30,OUT027,3242.062071532848
FDQ27,OUT027,2517.882088484848
FDT60,OUT027,3242.062071532848
FDU43,OUT049,4340.218358415841
NCO55,OUT035,1879.2570116129027
FDG02,OUT045,2752.970934653465
FDJ28,OUT013,2893.8398258992797
FDP40,OUT045,1682.2122382352943
FDJ38,OUT045,3391.5912527272735
NCC54,OUT017,3737.295775182482
NCZ41,OUT046,1987.2510486486485
FDK38,OUT019,346.89728372093043
FDU52,OUT013,2286.4132673684203
FDC40,OUT046,1103.1862133333332
NCR30,OUT017,1103.1862133333332
NCN18,OUT017,1461.8437959999997
FDB50,OUT035,1458.455008053691
FDG04,OUT013,2752.970934653465
FDR26,OUT035,2778.5893175257743
NCT17,OUT018,2893.8398258992797
FDX35,OUT027,6280.890879999996
FDS12,OUT046,2142.7435709401716
NCZ29,OUT027,3242.062071532848
FDB38,OUT010,346.89728372093043
FDP12,OUT013,507.04640366972495
FDP22,OUT046,713.858654545455
FDS26,OUT018,3327.952582926828
FDR52,OUT046,2939.3484761904765
DRJ13,OUT046,2644.477842708333
FDU48,OUT027,3242.062071532848
FDE29,OUT035,935.0323883040935
NCT29,OUT049,1987.2510486486485
DRK37,OUT018,2893.8398258992797
FDK55,OUT046,1458.455008053691
FDR07,OUT046,1573.0706258064515
FDO21,OUT027,5329.314724444444
FDK46,OUT049,4433.304032653061
FDB12,OUT045,1879.2570116129027
FDT31,OUT027,5329.314724444444
FDJ33,OUT045,1827.8328454545456
FDC26,OUT027,3242.062071532848
NCQ02,OUT045,2752.970934653465
FDP08,OUT010,482.69954262295073
FDB11,OUT027,6280.890879999996
FDV55,OUT013,2644.477842708333
FDW20,OUT049,2243.669596721312
NCJ18,OUT019,281.4820818181817
FDC41,OUT018,1103.1862133333332
FDE14,OUT027,2517.882088484848
FDG35,OUT013,2552.005235185187
FDF45,OUT035,935.0323883040935
FDS19,OUT027,2517.882088484848
FDS58,OUT019,346.89728372093043
FDA26,OUT017,3737.295775182482
FDM32,OUT049,1202.6567333333328
FDL45,OUT046,2243.669596721312
FDZ55,OUT049,2649.1102324324324
FDY37,OUT049,2309.200798
FDO46,OUT046,2752.970934653465
FDQ60,OUT046,2142.7435709401716
FDA19,OUT018,1752.2524400000002
FDL15,OUT046,2644.477842708333
FDM10,OUT018,3327.952582926828
NCL05,OUT017,677.1027476190474
DRK49,OUT010,92.67548155339803
NCE18,OUT027,6280.890879999996
FDG40,OUT049,583.8145788617885
DRI59,OUT045,4340.218358415841
FDK28,OUT035,4433.304032653061
NCD06,OUT019,92.67548155339803
FDO11,OUT019,584.757764772727
FDK27,OUT046,2243.669596721312
FDT43,OUT027,1378.2631852760749
FDD38,OUT018,1372.6884907407407
FDA16,OUT049,3945.4325672131163
FDL14,OUT027,4117.317712631579
NCM17,OUT049,677.1027476190474
FDD20,OUT045,1827.8328454545456
FDA40,OUT045,1284.789766871165
FDL43,OUT045,1435.9121343750003
FDV15,OUT045,1573.0706258064515
FDE52,OUT046,1435.9121343750003
NCL17,OUT010,346.89728372093043
NCJ31,OUT045,3737.295775182482
FDR60,OUT045,1284.789766871165
NCA18,OUT035,1922.1493817142866
FDS21,OUT027,1378.2631852760749
FDW09,OUT035,1284.789766871165
FDL26,OUT035,3053.0998777777772
FDS47,OUT018,1202.6567333333328
FDC39,OUT046,3454.0625591549283
FDT51,OUT035,1682.2122382352943
FDK40,OUT035,4433.304032653061
NCG19,OUT045,3737.295775182482
FDZ07,OUT046,935.0323883040935
FDF08,OUT027,2517.882088484848
FDO04,OUT013,796.6402682539683
FDK41,OUT018,1458.455008053691
FDP15,OUT049,4433.304032653061
NCD43,OUT018,1372.6884907407407
NCP18,OUT013,2644.477842708333
FDZ51,OUT046,1284.789766871165
DRH13,OUT035,1649.2997859999998
FDF38,OUT045,677.1027476190474
NCI43,OUT045,713.858654545455
FDM38,OUT027,1378.2631852760749
FDS03,OUT013,1103.1862133333332
DRJ47,OUT017,2778.5893175257743
FDT50,OUT010,219.21852093023253
FDV02,OUT046,3259.562084905661
NCG18,OUT017,1682.2122382352943
FDW52,OUT046,2644.477842708333
FDS40,OUT035,583.8145788617885
FDN31,OUT017,2939.3484761904765
FDA37,OUT045,1827.8328454545456
FDA15,OUT046,4433.304032653061
FDL39,OUT046,3384.108064242422
FDJ53,OUT045,1827.8328454545456
FDX22,OUT013,3643.5197259842535
NCZ42,OUT045,3945.4325672131163
FDD56,OUT027,4117.317712631579
FDD40,OUT017,2752.970934653465
FDS50,OUT013,4340.218358415841
NCN14,OUT013,3384.108064242422
FDT15,OUT013,3384.108064242422
NCS18,OUT027,2517.882088484848
NCO26,OUT010,281.4820818181817
FDF58,OUT018,796.6402682539683
NCB19,OUT013,1458.455008053691
FDH26,OUT017,2309.200798
DRB24,OUT027,4117.317712631579
FDA49,OUT018,1458.455008053691
FDB32,OUT045,1573.0706258064515
FDI36,OUT017,3130.004904950496
NCA17,OUT010,346.89728372093043
FDH22,OUT013,2142.7435709401716
NCM26,OUT018,2232.8470218487396
FDT15,OUT027,5329.314724444444
FDB16,OUT018,1202.6567333333328
NCP54,OUT027,3242.062071532848
FDJ36,OUT013,1879.2570116129027
FDO28,OUT045,1827.8328454545456
FDU09,OUT013,796.6402682539683
FDF29,OUT017,2243.669596721312
FDY08,OUT013,2309.200798
DRJ59,OUT018,507.04640366972495
FDT23,OUT027,2517.882088484848
FDU15,OUT018,507.04640366972495
FDT47,OUT013,1682.2122382352943
FDI53,OUT019,425.93559145299156
FDR59,OUT018,3327.952582926828
FDD53,OUT035,677.1027476190474
FDY51,OUT017,3737.295775182482
FDT04,OUT049,677.1027476190474
FDU51,OUT049,3259.562084905661
FDG14,OUT035,2286.4132673684203
NCU06,OUT045,3737.295775182482
DRG25,OUT046,3391.5912527272735
DRH49,OUT035,1284.789766871165
FDN15,OUT035,2243.669596721312
FDL43,OUT018,1103.1862133333332
NCT18,OUT049,3384.108064242422
NCB31,OUT013,4034.300306896551
FDK57,OUT035,2142.7435709401716
FDY04,OUT019,425.93559145299156
NCP54,OUT046,2243.669596721312
FDF41,OUT013,3454.0625591549283
FDM01,OUT045,1879.2570116129027
FDW03,OUT045,1682.2122382352943
FDF28,OUT045,1827.8328454545456
FDY37,OUT017,2309.200798
FDQ03,OUT017,3737.295775182482
FDP51,OUT027,3242.062071532848
FDJ40,OUT017,1879.2570116129027
FDC32,OUT049,1458.455008053691
DRI49,OUT027,2517.882088484848
NCW54,OUT017,935.0323883040935
FDF09,OUT017,583.8145788617885
FDP45,OUT018,3327.952582926828
DRJ23,OUT018,2893.8398258992797
FDS59,OUT017,1879.2570116129027
FDY08,OUT046,2142.7435709401716
FDX16,OUT049,3053.0998777777772
FDY16,OUT018,3384.108064242422
FDK32,OUT035,3053.0998777777772
FDQ22,OUT013,507.04640366972495
NCC31,OUT018,2232.8470218487396
FDG58,OUT049,2286.4132673684203
DRF48,OUT013,2893.8398258992797
DRH36,OUT049,1103.1862133333332
NCR30,OUT035,1103.1862133333332
FDB03,OUT019,584.757764772727
FDZ28,OUT027,3242.062071532848
FDR35,OUT017,3130.004904950496
DRD15,OUT027,6280.890879999996
FDJ33,OUT019,281.4820818181817
FDA56,OUT010,281.4820818181817
FDP56,OUT046,798.2176035398229
NCT30,OUT046,798.2176035398229
FDK15,OUT017,1573.0706258064515
FDH44,OUT018,2232.8470218487396
FDV01,OUT013,2453.7477006993013
DRG03,OUT017,2644.477842708333
FDG50,OUT027,2517.882088484848
FDR16,OUT010,584.757764772727
FDZ60,OUT046,1649.2997859999998
DRG03,OUT045,2644.477842708333
FDS56,OUT018,3327.952582926828
FDU33,OUT045,798.2176035398229
DRD27,OUT035,1461.8437959999997
FDW22,OUT046,3945.4325672131163
DRA24,OUT045,2453.7477006993013
FDF38,OUT049,677.1027476190474
FDX48,OUT013,2644.477842708333
FDS58,OUT018,2232.8470218487396
FDC32,OUT046,1458.455008053691
NCQ29,OUT045,4034.300306896551
DRK39,OUT018,1202.6567333333328
NCS38,OUT017,1922.1493817142866
DRO47,OUT013,1649.2997859999998
DRG27,OUT027,1378.2631852760749
FDC57,OUT027,5329.314724444444
FDS55,OUT046,2286.4132673684203
NCJ06,OUT018,1752.2524400000002
FDO01,OUT019,281.4820818181817
NCM55,OUT045,2939.3484761904765
FDC52,OUT049,2649.1102324324324
FDQ15,OUT045,1284.789766871165
NCT30,OUT027,1378.2631852760749
NCR42,OUT027,1378.2631852760749
FDD28,OUT035,935.0323883040935
FDQ34,OUT049,1573.0706258064515
FDZ12,OUT027,3242.062071532848
DRE13,OUT019,219.21852093023253
NCN07,OUT019,281.4820818181817
FDM28,OUT035,3384.108064242422
FDI10,OUT017,3259.562084905661
FDQ25,OUT013,2649.1102324324324
FDA38,OUT010,584.757764772727
DRI13,OUT049,3945.4325672131163
FDY20,OUT027,2517.882088484848
NCZ53,OUT035,3391.5912527272735
NCM31,OUT013,2286.4132673684203
DRB01,OUT017,3391.5912527272735
DRF37,OUT046,4433.304032653061
NCF42,OUT049,2778.5893175257743
FDF16,OUT018,2232.8470218487396
FDB41,OUT013,798.2176035398229
FDR34,OUT013,3643.5197259842535
FDR15,OUT018,2232.8470218487396
NCV42,OUT019,281.4820818181817
FDW51,OUT035,3737.295775182482
FDU36,OUT017,1573.0706258064515
FDX60,OUT049,1202.6567333333328
FDY03,OUT035,1922.1493817142866
FDW55,OUT045,3945.4325672131163
FDT01,OUT010,584.757764772727
FDG58,OUT013,2286.4132673684203
FDK21,OUT017,4433.304032653061
NCS41,OUT019,482.69954262295073
FDS10,OUT045,3384.108064242422
NCT53,OUT046,2286.4132673684203
FDJ28,OUT018,2893.8398258992797
FDX44,OUT045,1435.9121343750003
FDT20,OUT018,507.04640366972495
FDO44,OUT017,1461.8437959999997
NCX17,OUT049,3454.0625591549283
FDY01,OUT017,1922.1493817142866
FDJ12,OUT027,5329.314724444444
DRK35,OUT018,507.04640366972495
FDD47,OUT019,425.93559145299156
NCM53,OUT035,1879.2570116129027
FDO45,OUT013,1284.789766871165
NCM42,OUT010,281.4820818181817
FDE04,OUT046,3259.562084905661
NCI30,OUT027,6280.890879999996
FDZ19,OUT013,2778.5893175257743
FDW57,OUT013,2552.005235185187
FDA25,OUT013,1879.2570116129027
FDT22,OUT046,935.0323883040935
FDP51,OUT013,2142.7435709401716
FDD48,OUT027,3242.062071532848
FDY39,OUT035,3384.108064242422
FDO48,OUT010,584.757764772727
FDD23,OUT027,5329.314724444444
DRN35,OUT027,1378.2631852760749
FDT01,OUT035,3737.295775182482
FDC20,OUT010,165.91858165137623
DRJ35,OUT035,935.0323883040935
FDB32,OUT046,1458.455008053691
FDL24,OUT046,3259.562084905661
NCV42,OUT035,1922.1493817142866
FDZ46,OUT046,1649.2997859999998
FDC15,OUT013,2644.477842708333
FDD08,OUT019,92.67548155339803
FDY50,OUT049,1202.6567333333328
FDD36,OUT013,2243.669596721312
FDG57,OUT027,1378.2631852760749
FDL21,OUT018,507.04640366972495
FDN16,OUT027,2517.882088484848
FDJ09,OUT027,1378.2631852760749
FDS01,OUT010,425.93559145299156
FDV33,OUT017,4034.300306896551
DRE12,OUT017,1922.1493817142866
FDR07,OUT013,1573.0706258064515
FDP48,OUT010,482.69954262295073
NCB55,OUT035,935.0323883040935
FDQ08,OUT013,796.6402682539683
FDR34,OUT035,3643.5197259842535
FDO33,OUT046,1649.2997859999998
FDP13,OUT045,677.1027476190474
FDX12,OUT049,3945.4325672131163
NCT06,OUT049,3053.0998777777772
FDR16,OUT019,584.757764772727
FDE36,OUT046,2286.4132673684203
FDZ36,OUT049,3384.108064242422
FDV13,OUT045,1284.789766871165
NCZ17,OUT035,583.8145788617885
FDU56,OUT045,3384.108064242422
FDM09,OUT035,2778.5893175257743
FDV02,OUT017,3259.562084905661
FDS34,OUT018,1752.2524400000002
FDA11,OUT049,1573.0706258064515
FDP09,OUT017,3643.5197259842535
FDB29,OUT027,3242.062071532848
FDT19,OUT017,3259.562084905661
DRH15,OUT017,677.1027476190474
FDY38,OUT046,3454.0625591549283
FDF14,OUT027,4117.317712631579
FDN48,OUT010,219.21852093023253
FDQ12,OUT013,3643.5197259842535
NCJ43,OUT045,2552.005235185187
FDE17,OUT019,346.89728372093043
FDB05,OUT035,4433.304032653061
FDH10,OUT045,2939.3484761904765
NCR06,OUT017,677.1027476190474
FDU32,OUT018,1752.2524400000002
FDD56,OUT049,2778.5893175257743
FDO36,OUT018,3384.108064242422
FDH16,OUT010,219.21852093023253
FDX10,OUT018,507.04640366972495
FDZ37,OUT017,1435.9121343750003
FDU31,OUT010,584.757764772727
DRC49,OUT049,2309.200798
FDL15,OUT045,2644.477842708333
FDN32,OUT019,482.69954262295073
DRH59,OUT027,1378.2631852760749
NCU29,OUT049,2649.1102324324324
FDR37,OUT019,482.69954262295073
FDS14,OUT018,2232.8470218487396
FDU02,OUT027,6280.890879999996
FDJ08,OUT035,3391.5912527272735
NCZ06,OUT045,4034.300306896551
FDO31,OUT049,1458.455008053691
FDH31,OUT018,1372.6884907407407
FDS58,OUT017,2649.1102324324324
NCA53,OUT027,1378.2631852760749
FDF50,OUT046,3391.5912527272735
NCW42,OUT049,4340.218358415841
NCQ17,OUT045,2503.5013364485994
FDK51,OUT018,3327.952582926828
NCW41,OUT010,346.89728372093043
NCR29,OUT017,935.0323883040935
FDB08,OUT019,346.89728372093043
FDA40,OUT027,2517.882088484848
FDL14,OUT018,2232.8470218487396
FDB47,OUT046,3454.0625591549283
FDO03,OUT035,4340.218358415841
DRK13,OUT019,482.69954262295073
FDX13,OUT010,584.757764772727
FDF52,OUT046,3384.108064242422
FDT11,OUT013,2893.8398258992797
FDB08,OUT013,2649.1102324324324
FDQ28,OUT018,2232.8470218487396
FDD29,OUT045,4433.304032653061
NCQ29,OUT027,6280.890879999996
NCO02,OUT013,1103.1862133333332
FDR56,OUT010,482.69954262295073
NCM54,OUT049,1987.2510486486485
FDP51,OUT035,1922.1493817142866
FDT38,OUT013,1284.789766871165
FDZ20,OUT018,3327.952582926828
FDJ53,OUT013,1987.2510486486485
FDX13,OUT049,4433.304032653061
FDP58,OUT035,3737.295775182482
NCK31,OUT019,165.91858165137623
FDA35,OUT018,1752.2524400000002
FDV37,OUT018,2893.8398258992797
NCO07,OUT027,5329.314724444444
FDA20,OUT045,3391.5912527272735
FDZ59,OUT035,2503.5013364485994
NCY17,OUT017,677.1027476190474
FDQ28,OUT035,2644.477842708333
FDV35,OUT017,2453.7477006993013
FDQ36,OUT013,507.04640366972495
FDD34,OUT018,2232.8470218487396
FDK51,OUT045,4433.304032653061
FDV31,OUT035,2552.005235185187
FDR04,OUT035,1573.0706258064515
FDR14,OUT049,796.6402682539683
DRC36,OUT010,425.93559145299156
FDE39,OUT019,281.4820818181817
FDP57,OUT049,1461.8437959999997
FDE57,OUT046,2309.200798
NCN18,OUT046,1461.8437959999997
NCQ05,OUT018,2232.8470218487396
FDW47,OUT035,1987.2510486486485
FDV46,OUT035,2243.669596721312
NCP29,OUT045,1103.1862133333332
FDE09,OUT018,1372.6884907407407
NCU06,OUT027,6280.890879999996
FDT19,OUT010,425.93559145299156
DRF15,OUT017,2453.7477006993013
DRI51,OUT013,3053.0998777777772
NCX54,OUT013,1879.2570116129027
DRE01,OUT013,3454.0625591549283
NCB07,OUT045,3130.004904950496
FDU50,OUT035,1922.1493817142866
FDG40,OUT035,583.8145788617885
FDW10,OUT018,2552.005235185187
FDX51,OUT013,2893.8398258992797
NCP17,OUT045,1103.1862133333332
FDP21,OUT035,3391.5912527272735
FDL04,OUT045,1573.0706258064515
FDV23,OUT013,2142.7435709401716
FDF24,OUT046,1284.789766871165
FDH56,OUT027,3242.062071532848
FDB51,OUT049,796.6402682539683
FDI58,OUT027,2517.882088484848
FDR20,OUT013,798.2176035398229
FDC51,OUT018,1752.2524400000002
FDB16,OUT027,2517.882088484848
FDE40,OUT049,796.6402682539683
NCM17,OUT035,677.1027476190474
FDU56,OUT035,3384.108064242422
FDS32,OUT019,281.4820818181817
FDX02,OUT049,4340.218358415841
FDT39,OUT027,4117.317712631579
FDE35,OUT017,935.0323883040935
NCI42,OUT019,584.757764772727
DRL23,OUT046,1573.0706258064515
FDA10,OUT046,2142.7435709401716
FDA11,OUT013,1573.0706258064515
NCM06,OUT046,2286.4132673684203
NCT05,OUT035,4034.300306896551
NCQ02,OUT010,482.69954262295073
NCY06,OUT049,1987.2510486486485
FDY56,OUT035,3643.5197259842535
FDL02,OUT035,1879.2570116129027
NCI06,OUT035,2778.5893175257743
FDQ14,OUT045,2286.4132673684203
FDQ12,OUT017,3643.5197259842535
FDP36,OUT046,713.858654545455
FDK21,OUT027,6280.890879999996
FDO40,OUT045,2644.477842708333
NCK54,OUT019,281.4820818181817
FDY09,OUT018,3259.562084905661
NCW30,OUT049,4034.300306896551
NCC55,OUT027,1378.2631852760749
FDE58,OUT018,1752.2524400000002
FDR39,OUT013,3384.108064242422
FDU28,OUT049,2939.3484761904765
FDH08,OUT017,3643.5197259842535
FDG35,OUT045,2552.005235185187
FDG22,OUT049,583.8145788617885
FDC34,OUT035,2644.477842708333
FDP15,OUT018,3327.952582926828
FDK34,OUT010,584.757764772727
FDU45,OUT035,1922.1493817142866
FDQ04,OUT027,1378.2631852760749
FDX22,OUT018,3327.952582926828
FDB45,OUT017,1573.0706258064515
NCH43,OUT027,5329.314724444444
DRE60,OUT046,3454.0625591549283
FDD17,OUT027,6280.890879999996
NCM54,OUT017,1987.2510486486485
NCH55,OUT013,2243.669596721312
NCT06,OUT017,3053.0998777777772
FDA48,OUT027,5329.314724444444
FDY58,OUT027,6280.890879999996
FDO25,OUT045,3737.295775182482
FDN50,OUT045,1682.2122382352943
FDH35,OUT035,2453.7477006993013
FDK09,OUT045,3737.295775182482
FDO16,OUT013,1435.9121343750003
FDW11,OUT045,1103.1862133333332
FDU47,OUT027,3242.062071532848
NCQ42,OUT010,281.4820818181817
FDK55,OUT027,2517.882088484848
FDN08,OUT049,1922.1493817142866
FDT57,OUT045,3945.4325672131163
FDJ12,OUT018,3327.952582926828
DRL59,OUT017,713.858654545455
NCN53,OUT046,583.8145788617885
FDO51,OUT010,92.67548155339803
FDK56,OUT017,3391.5912527272735
FDY12,OUT035,935.0323883040935
FDU15,OUT035,583.8145788617885
FDQ19,OUT046,3945.4325672131163
DRF15,OUT045,2453.7477006993013
DRE25,OUT019,219.21852093023253
FDK57,OUT018,1752.2524400000002
FDD33,OUT010,584.757764772727
FDR34,OUT027,6280.890879999996
FDU04,OUT045,1827.8328454545456
FDE35,OUT019,165.91858165137623
NCD31,OUT035,2644.477842708333
FDJ56,OUT035,1573.0706258064515
NCU53,OUT046,2286.4132673684203
FDD39,OUT035,3737.295775182482
